ID,Resource,Zone,Village,technology,Total_MW,Start_MW,Change_in_MW,Electricity_GWh
1,pltd_amfoang,2,1,diesel,0.0,0.4,-0.4,0.0
2,plts_amfoang,2,1,solar,0.33151128153737003,0.0,0.33151128153737003,0.11108433529971372
3,batt_amfoang,2,1,battery,0.21228542540768425,0.0,0.21228542540768425,0.04427838382283034
4,pltd_boking,2,2,diesel,0.0,0.25,-0.25,0.0
5,plts_boking,2,2,solar,0.21593693227679434,0.0,0.21593693227679434,0.07236345957784644
6,batt_boking,2,2,battery,0.13719739061856093,0.0,0.13719739061856093,0.02848671979208985
7,pltd_raijua,2,3,diesel,0.0,0.15,-0.15,0.0
8,plts_raijua,2,3,solar,0.1285872322054935,0.0,0.1285872322054935,0.043035202295612765
9,batt_raijua,2,3,battery,0.08031062651772705,0.0,0.08031062651772705,0.017989580339970893
10,pltd_wini,2,4,diesel,0.0,0.5,-0.5,0.0
11,plts_wini,2,4,solar,0.3954696394691508,0.0,0.3954696394691508,0.13250273631893975
12,batt_wini,2,4,battery,0.24921469639507945,0.0,0.24921469639507945,0.05482244510586567
